Year,State.no,Type of beverage,Gallons of beverage,Gallons of ethanol (absolute alcohol),Population (age 14 and older),Gallons of ethanol per capita age 14 and older,Decile for per capita consumption age 14 and older,Population (age 21 and older),Gallons of ethanol per capita age 21 and older,Decile for per capita consumption age 21 and older,Type of data source,Time-varying alcohol by volume (ABV),Gallons of ethanol derived from time-varying ABV
1971,40,2,2111000,337760,1978410,1707,7,1628378,2074,7,.,.,.
1971,40,3,35000000,1575000,1978410,7961,10,1628378,9672,10,.,.,.
1971,40,4,.,3496760,1978410,17675,9,1628378,21474,9,.,.,.
1971,41,1,3276000,1474200,1621675,9091,7,1330941,11076,7,.,.,.
1971,41,2,4553000,728480,1621675,4492,2,1330941,5473,1,.,.,.
1971,41,3,43433000,1954485,1621675,12052,5,1330941,14685,5,.,.,.
1971,41,4,.,4157165,1621675,25635,6,1330941,31235,6,.,.,.
1971,42,1,16558000,7451100,8997540,8281,8,7462206,9985,8,.,.,.
1971,42,2,12131000,1940960,8997540,2157,6,7462206,2601,6,.,.,.
1971,42,3,253364000,11401380,8997540,12672,4,7462206,15279,4,.,.,.
1971,42,4,.,20793440,8997540,23110,6,7462206,27865,7,.,.,.
1971,44,1,1904000,856800,731584,11712,4,605244,14156,4,.,.,.
1971,44,2,2057000,329120,731584,4499,1,605244,5438,2,.,.,.
1971,44,3,20690000,931050,731584,12726,3,605244,15383,4,.,.,.
1971,44,4,.,2116970,731584,28937,4,605244,34977,4,.,.,.
1971,45,1,4727000,2127150,1933334,11002,4,1527030,13930,4,.,.,.
1971,45,2,2296000,367360,1933334,1900,7,1527030,2406,7,.,.,.
1971,45,3,36498000,1642410,1933334,8495,9,1527030,10756,9,.,.,.
1971,45,4,.,4136920,1933334,21398,8,1527030,27091,8,.,.,.
1971,46,1,1065000,479250,493861,9704,6,394462,12149,6,.,.,.
1971,46,2,486000,77760,493861,1575,8,394462,1971,8,.,.,.
1971,46,3,10685000,480825,493861,9736,8,394462,12189,8,.,.,.
1971,46,4,.,1037835,493861,21015,8,394462,26310,8,.,.,.
1971,47,1,3966000,1784700,2994737,5959,10,2453005,7276,10,.,.,.
1971,47,2,1932000,309120,2994737,1032,9,2453005,1260,9,.,.,.
1971,47,3,62180000,2798100,2994737,9343,8,2453005,11407,9,.,.,.
1971,47,4,.,4891920,2994737,16335,10,2453005,19943,10,.,.,.
1971,48,1,13643000,6139350,8393263,7315,9,6791207,9040,9,.,.,.
1971,48,2,10162000,1625920,8393263,1937,7,6791207,2394,7,.,.,.
1971,48,3,253171000,11392695,8393263,13574,2,6791207,16776,2,.,.,.
1971,48,4,.,19157965,8393263,22825,7,6791207,28210,7,.,.,.
1971,49,1,984000,442800,766903,5774,10,594783,7445,10,.,.,.
1971,49,2,709000,113440,766903,1479,8,594783,1907,8,.,.,.
1971,49,3,12961000,583245,766903,7605,10,594783,9806,10,.,.,.
1971,49,4,.,1139485,766903,14858,10,594783,19158,10,.,.,.
1971,50,1,1328000,597600,331711,18016,1,269164,22202,1,.,.,.
1971,50,2,986000,157760,331711,4756,1,269164,5861,1,.,.,.
1971,50,3,11083000,498735,331711,15035,1,269164,18529,1,.,.,.
1971,50,4,.,1254095,331711,37807,1,269164,46592,1,.,.,.
1971,51,1,7915000,3561750,3519914,10119,6,2864136,12436,6,.,.,.
1971,51,2,5054000,808640,3519914,2297,6,2864136,2823,6,.,.,.
1971,51,3,81473000,3666285,3519914,10416,7,2864136,12801,7,.,.,.
1971,51,4,.,8036675,3519914,22832,7,2864136,28060,7,.,.,.
1971,53,1,6058000,2726100,2567834,10616,5,2096931,13000,6,.,.,.
1971,53,2,6979000,1116640,2567834,4349,2,2096931,5325,2,.,.,.
1971,53,3,70009000,3150405,2567834,12269,4,2096931,15024,4,.,.,.
1971,53,4,.,6993145,2567834,27234,4,2096931,33349,5,.,.,.
1971,54,1,2204000,991800,1335677,7425,9,1095525,9053,9,.,.,.
1971,54,2,844000,135040,1335677,1011,10,1095525,1233,10,.,.,.
1971,54,3,26169000,1177605,1335677,8817,9,1095525,10749,9,.,.,.
1971,54,4,.,2304445,1335677,17253,9,1095525,21035,9,.,.,.
1971,55,1,9145000,4115250,3255248,12642,4,2638416,15597,4,.,.,.
1971,55,2,5063000,810080,3255248,2489,5,2638416,3070,5,.,.,.
1971,55,3,126195000,5678775,3255248,17445,1,2638416,21523,1,.,.,.
1971,55,4,.,10604105,3255248,32575,2,2638416,40191,2,.,.,.
1971,56,1,653000,293850,248688,11816,4,200571,14651,4,.,.,.
1971,56,2,286000,45760,248688,1840,7,200571,2281,7,.,.,.
1971,56,3,7316000,329220,248688,13238,3,200571,16414,3,.,.,.
1971,56,4,.,668830,248688,26894,5,200571,33346,5,.,.,.
1971,91,1,105448000,47451600,37264256,12734,.,31042684,15286,.,.,.,.
1971,91,2,86565000,13850400,37264256,3717,.,31042684,4462,.,.,.,.
1971,91,3,986642000,44398890,37264256,11915,.,31042684,14303,.,.,.,.
1971,91,4,.,105700890,37264256,28365,.,31042684,34050,.,.,.,.
1971,92,1,96067000,43230150,42020458,10288,.,34265837,12616,.,.,.,.
1971,92,2,58074000,9291840,42020458,2211,.,34265837,2712,.,.,.,.
1971,92,3,1145313000,51539085,42020458,12265,.,34265837,15041,.,.,.,.
1971,92,4,.,104061075,42020458,24764,.,34265837,30369,.,.,.,.
1971,93,1,106139000,47762550,47584904,10037,.,38724994,12334,.,.,.,.
1971,93,2,60723000,9715680,47584904,2042,.,38724994,2509,.,.,.,.
1971,93,3,1097322000,49379490,47584904,10377,.,38724994,12751,.,.,.,.
1971,93,4,.,106857720,47584904,22456,.,38724994,27594,.,.,.,.
1971,94,1,74463000,33508350,26477442,12655,.,21654226,15474,.,.,.,.
1971,94,2,90369000,14459040,26477442,5461,.,21654226,6677,.,.,.,.
1971,94,3,690307000,31063815,26477442,11732,.,21654226,14345,.,.,.,.
1971,94,4,.,79031205,26477442,29849,.,21654226,36497,.,.,.,.
1971,99,1,382117000,171952650,153347060,11213,.,125687741,13681,.,.,.,.
1971,99,2,295731000,47316960,153347060,3086,.,125687741,3765,.,.,.,.
1971,99,3,3919584000,176381280,153347060,11502,.,125687741,14033,.,.,.,.
1971,99,4,.,395650890,153347060,25801,.,125687741,31479,.,.,.,.
1972,1,1,4707000,2024010,2611541,7750,8,2109740,9594,8,.,.,.
1972,1,2,1587000,230115,2611541,881,10,2109740,1091,10,.,.,.
1972,1,3,42719000,1922355,2611541,7361,10,2109740,9112,10,.,.,.
1972,1,4,.,4176480,2611541,15992,10,2109740,19796,10,.,.,.
1972,2,1,972000,417960,223908,18667,1,175638,23797,1,.,.,.
1972,2,2,634000,91930,223908,4106,2,175638,5234,2,.,.,.
1972,2,3,6038000,271710,223908,12135,5,175638,15470,4,.,.,.
1972,2,4,.,781600,223908,34907,1,175638,44501,1,.,.,.
1972,4,1,3603000,1549290,1472335,10523,5,1192052,12997,6,.,.,.
1972,4,2,3398000,492710,1472335,3346,4,1192052,4133,4,.,.,.
1972,4,3,47949000,2157705,1472335,14655,2,1192052,18101,2,.,.,.
1972,4,4,.,4199705,1472335,28524,3,1192052,35231,3,.,.,.
1972,5,1,1999000,859570,1513030,5681,10,1244592,6906,10,.,.,.
1972,5,2,1372000,198940,1513030,1315,9,1244592,1598,9,.,.,.
1972,5,3,25614000,1152630,1513030,7618,10,1244592,9261,10,.,.,.
1972,5,4,.,2211140,1513030,14614,10,1244592,17766,10,.,.,.
1972,6,1,47930000,20609900,15550186,13254,3,12815357,16082,3,.,.,.
1972,6,2,70363000,10202635,15550186,6561,1,12815357,7961,1,.,.,.
1972,6,3,401928000,18086760,15550186,11631,6,12815357,14113,6,.,.,.
1972,6,4,.,48899295,15550186,31446,2,12815357,38157,2,.,.,.
1972,8,1,5280000,2270400,1785786,12714,3,1441422,15751,3,.,.,.
1972,8,2,4506000,653370,1785786,3659,3,1441422,4533,3,.,.,.
1972,8,3,50444000,2269980,1785786,12711,3,1441422,15748,4,.,.,.
1972,8,4,.,5193750,1785786,29084,3,1441422,36032,3,.,.,.
1972,9,1,7377000,3172110,2308372,13742,2,1914298,16571,2,.,.,.
1972,9,2,5495000,796775,2308372,3452,3,1914298,4162,3,.,.,.
1972,9,3,49282000,2217690,2308372,9607,8,1914298,11585,9,.,.,.
1972,9,4,.,6186575,2308372,26801,5,1914298,32318,5,.,.,.
1972,10,1,1558000,669940,422431,15859,2,340770,19660,2,.,.,.
1972,10,2,754000,109330,422431,2588,5,340770,3208,5,.,.,.
1972,10,3,11338000,510210,422431,12078,5,340770,14972,5,.,.,.
1972,10,4,.,1289480,422431,30525,2,340770,37840,2,.,.,.
1972,11,1,5566000,2393380,581285,41174,1,487404,49105,1,.,.,.
1972,11,2,3543000,513735,581285,8838,1,487404,10540,1,.,.,.
1972,11,3,17165000,772425,581285,13288,3,487404,15848,3,.,.,.
1972,11,4,.,3679540,581285,63300,1,487404,75493,1,.,.,.
1972,12,1,20229000,8698470,5815639,14957,2,4893370,17776,2,.,.,.
1972,12,2,12953000,1878185,5815639,3230,4,4893370,3838,4,.,.,.
1972,12,3,159410000,7173450,5815639,12335,5,4893370,14660,6,.,.,.
1972,12,4,.,17750105,5815639,30521,2,4893370,36274,2,.,.,.
1972,13,1,9079000,3903970,3517422,11099,4,2844566,13724,4,.,.,.
1972,13,2,3758000,544910,3517422,1549,8,2844566,1916,8,.,.,.
1972,13,3,69731000,3137895,3517422,8921,9,2844566,11031,9,.,.,.
1972,13,4,.,7586775,3517422,21569,7,2844566,26671,7,.,.,.
1972,15,1,1481000,636830,608512,10465,6,489729,13004,5,.,.,.
1972,15,2,1103000,159935,608512,2628,5,489729,3266,5,.,.,.
1972,15,3,15965000,718425,608512,11806,6,489729,14670,5,.,.,.
1972,15,4,.,1515190,608512,24900,6,489729,30939,6,.,.,.
1972,16,1,969000,416670,557366,7476,8,445325,9357,9,.,.,.
1972,16,2,1043000,151235,557366,2713,5,445325,3396,5,.,.,.
1972,16,3,16465000,740925,557366,13293,3,445325,16638,3,.,.,.
1972,16,4,.,1308830,557366,23482,6,445325,29390,6,.,.,.
1972,17,1,25946000,11156780,8408937,13268,3,6923089,16115,3,.,.,.
1972,17,2,17932000,2600140,8408937,3092,4,6923089,3756,4,.,.,.
1972,17,3,224590000,10106550,8408937,12019,6,6923089,14598,6,.,.,.
1972,17,4,.,23863470,8408937,28379,4,6923089,34469,3,.,.,.
1972,18,1,6090000,2618700,3915276,6688,10,3179511,8236,10,.,.,.
1972,18,2,3340000,484300,3915276,1237,9,3179511,1523,9,.,.,.
1972,18,3,86690000,3901050,3915276,9964,8,3179511,12269,8,.,.,.
1972,18,4,.,7004050,3915276,17889,9,3179511,22029,9,.,.,.
1972,19,1,3426000,1473180,2139954,6884,9,1751841,8409,9,.,.,.
1972,19,2,1177000,170665,2139954,798,10,1751841,974,10,.,.,.
1972,19,3,53119000,2390355,2139954,11170,7,1751841,13645,7,.,.,.
1972,19,4,.,4034200,2139954,18852,8,1751841,23028,9,.,.,.
1972,20,1,2661000,1144230,1715066,6672,10,1400226,8172,10,.,.,.
1972,20,2,1335000,193575,1715066,1129,9,1400226,1382,9,.,.,.
1972,20,3,36662000,1649790,1715066,9619,8,1400226,11782,8,.,.,.
1972,20,4,.,2987595,1715066,17420,9,1400226,21337,9,.,.,.
1972,21,1,4699000,2020570,2478842,8151,8,2015493,10025,8,.,.,.
1972,21,2,1672000,242440,2478842,978,10,2015493,1203,10,.,.,.
1972,21,3,54099000,2434455,2478842,9821,8,2015493,12079,8,.,.,.
1972,21,4,.,4697465,2478842,18950,8,2015493,23307,8,.,.,.
1972,22,1,5998000,2579140,2704829,9535,7,2154326,11972,6,.,.,.
1972,22,2,5690000,825050,2704829,3050,4,2154326,3830,4,.,.,.
1972,22,3,72811000,3276495,2704829,12114,5,2154326,15209,5,.,.,.
1972,22,4,.,6680685,2704829,24699,6,2154326,31011,6,.,.,.
1972,23,1,1755000,754650,769430,9808,6,630605,11967,6,.,.,.
1972,23,2,1253000,181685,769430,2361,6,630605,2881,6,.,.,.
1972,23,3,22347000,1005615,769430,13070,3,630605,15947,3,.,.,.
1972,23,4,.,1941950,769430,25239,6,630605,30795,6,.,.,.
1972,24,1,9829000,4226470,3010494,14039,2,2458657,17190,2,.,.,.
1972,24,2,6128000,888560,3010494,2952,4,2458657,3614,4,.,.,.
1972,24,3,83732000,3767940,3010494,12516,4,2458657,15325,4,.,.,.
1972,24,4,.,8882970,3010494,29507,2,2458657,36129,2,.,.,.
1972,25,1,13610000,5852300,4360121,13422,2,3601477,16250,2,.,.,.
1972,25,2,10882000,1577890,4360121,3619,3,3601477,4381,3,.,.,.
1972,25,3,113369000,5101605,4360121,11701,6,3601477,14165,6,.,.,.
1972,25,4,.,12531795,4360121,28742,3,3601477,34796,3,.,.,.
1972,26,1,16219000,6974170,6605696,10558,5,5316067,13119,5,.,.,.
1972,26,2,12391000,1796695,6605696,2720,5,5316067,3380,5,.,.,.
1972,26,3,201363000,9061335,6605696,13717,2,5316067,17045,2,.,.,.
1972,26,4,.,17832200,6605696,26995,4,5316067,33544,5,.,.,.
1972,27,1,7735000,3326050,2843297,11698,4,2298019,14474,4,.,.,.
1972,27,2,3911000,567095,2843297,1994,6,2298019,2468,6,.,.,.
1972,27,3,71296000,3208320,2843297,11284,7,2298019,13961,6,.,.,.
1972,27,4,.,7101465,2843297,24976,6,2298019,30903,6,.,.,.
1972,28,1,2879000,1237970,1664185,7439,9,1321658,9367,8,.,.,.
1972,28,2,1292000,187340,1664185,1126,9,1321658,1417,9,.,.,.
1972,28,3,34663000,1559835,1664185,9373,9,1321658,11802,8,.,.,.
1972,28,4,.,2985145,1664185,17938,9,1321658,22586,9,.,.,.
1972,29,1,7662000,3294660,3593991,9167,7,2962419,11122,7,.,.,.
1972,29,2,4705000,682225,3593991,1898,7,2962419,2303,7,.,.,.
1972,29,3,90158000,4057110,3593991,11289,7,2962419,13695,7,.,.,.
1972,29,4,.,8033995,3593991,22354,7,2962419,27120,7,.,.,.
1972,30,1,1295000,556850,531431,10478,5,427823,13016,5,.,.,.
1972,30,2,588000,85260,531431,1604,8,427823,1993,8,.,.,.
1972,30,3,17988000,809460,531431,15232,1,427823,18920,1,.,.,.
1972,30,4,.,1451570,531431,27314,4,427823,33929,4,.,.,.
1972,31,1,2577000,1108110,1138152,9736,6,930358,11911,7,.,.,.
1972,31,2,1224000,177480,1138152,1559,8,930358,1908,8,.,.,.
1972,31,3,32124000,1445580,1138152,12701,4,930358,15538,4,.,.,.
1972,31,4,.,2731170,1138152,23997,6,930358,29356,6,.,.,.
1972,32,1,3134000,1347620,405253,33254,1,336578,40039,1,.,.,.
1972,32,2,1983000,287535,405253,7095,1,336578,8543,1,.,.,.
1972,32,3,15880000,714600,405253,17633,1,336578,21231,1,.,.,.
1972,32,4,.,2349755,405253,57982,1,336578,69813,1,.,.,.
1972,33,1,4143000,1781490,578174,30812,1,477977,37271,1,.,.,.
1972,33,2,1494000,216630,578174,3747,3,477977,4532,3,.,.,.
1972,33,3,22877000,1029465,578174,17805,1,477977,21538,1,.,.,.
1972,33,4,.,3027585,578174,52365,1,477977,63342,1,.,.,.
1972,34,1,17060000,7335800,5526846,13273,3,4607493,15921,3,.,.,.
1972,34,2,15733000,2281285,5526846,4128,2,4607493,4951,2,.,.,.
1972,34,3,137527000,6188715,5526846,11198,7,4607493,13432,7,.,.,.
1972,34,4,.,15805800,5526846,28598,3,4607493,34305,4,.,.,.
1972,35,1,1725000,741750,764279,9705,6,601122,12339,6,.,.,.
1972,35,2,1822000,264190,764279,3457,3,601122,4395,3,.,.,.
1972,35,3,23264000,1046880,764279,13698,2,601122,17415,2,.,.,.
1972,35,4,.,2052820,764279,26860,5,601122,34150,4,.,.,.
1972,36,1,40225000,17296750,13966964,12384,4,11694089,14791,4,.,.,.
1972,36,2,41985000,6087825,13966964,4359,2,11694089,5206,2,.,.,.
1972,36,3,353893000,15925185,13966964,11402,6,11694089,13618,7,.,.,.
1972,36,4,.,39309760,13966964,28145,4,11694089,33615,4,.,.,.
1972,37,1,7894000,3394420,3954784,8583,7,3194386,10626,7,.,.,.
1972,37,2,5718000,829110,3954784,2096,6,3194386,2596,6,.,.,.
1972,37,3,69684000,3135780,3954784,7929,10,3194386,9817,10,.,.,.
1972,37,4,.,7359310,3954784,18609,9,3194386,23038,8,.,.,.
1972,38,1,1190000,511700,467762,10939,5,373103,13715,5,.,.,.
1972,38,2,517000,74965,467762,1603,8,373103,2009,8,.,.,.
1972,38,3,13199000,593955,467762,12698,4,373103,15919,3,.,.,.
1972,38,4,.,1180620,467762,25240,5,373103,31643,5,.,.,.
1972,39,1,14379000,6182970,7990359,7738,8,6508237,9500,8,.,.,.
1972,39,2,10970000,1590650,7990359,1991,7,6508237,2444,7,.,.,.
1972,39,3,208787000,9395415,7990359,11758,6,6508237,14436,6,.,.,.
1972,39,4,.,17169035,7990359,21487,8,6508237,26380,8,.,.,.
1972,40,1,3504000,1506720,2019542,7461,9,1661954,9066,9,.,.,.
1972,40,2,2047000,296815,2019542,1470,9,1661954,1786,9,.,.,.
1972,40,3,38245000,1721025,2019542,8522,10,1661954,10355,10,.,.,.
1972,40,4,.,3524560,2019542,17452,9,1661954,21207,9,.,.,.
1972,41,1,3452000,1484360,1668577,8896,7,1370872,10828,7,.,.,.
1972,41,2,5330000,772850,1668577,4632,1,1370872,5638,1,.,.,.
1972,41,3,45650000,2054250,1668577,12311,5,1370872,14985,5,.,.,.
1972,41,4,.,4311460,1668577,25839,5,1370872,31450,5,.,.,.
1972,42,1,16772000,7211960,9094825,7930,8,7534440,9572,8,.,.,.
1972,42,2,13395000,1942275,9094825,2136,6,7534440,2578,6,.,.,.
1972,42,3,255074000,11478330,9094825,12621,4,7534440,15234,4,.,.,.
1972,42,4,.,20632565,9094825,22686,7,7534440,27384,7,.,.,.
1972,44,1,2002000,860860,746686,11529,4,617046,13951,4,.,.,.
1972,44,2,2152000,312040,746686,4179,2,617046,5057,2,.,.,.
1972,44,3,22186000,998370,746686,13371,3,617046,16180,3,.,.,.
1972,44,4,.,2171270,746686,29079,3,617046,35188,3,.,.,.
1972,45,1,4947000,2127210,1991284,10683,5,1579247,13470,5,.,.,.
1972,45,2,2886000,418470,1991284,2102,6,1579247,2650,6,.,.,.
1972,45,3,40087000,1803915,1991284,9059,9,1579247,11423,9,.,.,.
1972,45,4,.,4349595,1991284,21843,7,1579247,27542,7,.,.,.
1972,46,1,1069000,459670,503410,9131,7,402221,11428,7,.,.,.
1972,46,2,560000,81200,503410,1613,7,402221,2019,7,.,.,.
1972,46,3,11426000,514170,503410,10214,7,402221,12783,7,.,.,.
1972,46,4,.,1055040,503410,20958,8,402221,26230,8,.,.,.
1972,47,1,4435000,1907050,3073909,6204,10,2522351,7561,10,.,.,.
1972,47,2,2342000,339590,3073909,1105,10,2522351,1346,10,.,.,.
1972,47,3,65465000,2945925,3073909,9584,9,2522351,11679,9,.,.,.
1972,47,4,.,5192565,3073909,16892,10,2522351,20586,10,.,.,.
1972,48,1,14608000,6281440,8640193,7270,9,6988503,8988,9,.,.,.
1972,48,2,11867000,1720715,8640193,1992,7,6988503,2462,7,.,.,.
1972,48,3,266795000,12005775,8640193,13895,2,6988503,17179,2,.,.,.
1972,48,4,.,20007930,8640193,23157,7,6988503,28630,7,.,.,.
1972,49,1,1053000,452790,797167,5680,10,617142,7337,10,.,.,.
1972,49,2,809000,117305,797167,1472,8,617142,1901,8,.,.,.
1972,49,3,13920000,626400,797167,7858,10,617142,10150,10,.,.,.
1972,49,4,.,1196495,797167,15009,10,617142,19388,10,.,.,.
1972,50,1,1464000,629520,341271,18446,1,276895,22735,1,.,.,.
1972,50,2,1045000,151525,341271,4440,1,276895,5472,1,.,.,.
1972,50,3,11549000,519705,341271,15229,1,276895,18769,1,.,.,.
1972,50,4,.,1300750,341271,38115,1,276895,46976,1,.,.,.
1972,51,1,8169000,3512670,3601840,9752,6,2926972,12001,6,.,.,.
1972,51,2,5256000,762120,3601840,2116,6,2926972,2604,6,.,.,.
1972,51,3,77534000,3489030,3601840,9687,8,2926972,11920,8,.,.,.
1972,51,4,.,7763820,3601840,21555,8,2926972,26525,8,.,.,.
1972,53,1,5978000,2570540,2584482,9946,6,2114819,12155,6,.,.,.
1972,53,2,7654000,1109830,2584482,4294,2,2114819,5248,2,.,.,.
1972,53,3,70895000,3190275,2584482,12344,4,2114819,15085,5,.,.,.
1972,53,4,.,6870645,2584482,26584,5,2114819,32488,5,.,.,.
1972,54,1,2305000,991150,1364979,7261,9,1122675,8828,9,.,.,.
1972,54,2,910000,131950,1364979,967,10,1122675,1175,10,.,.,.
1972,54,3,26475000,1191375,1364979,8728,9,1122675,10612,9,.,.,.
1972,54,4,.,2314475,1364979,16956,10,1122675,20616,10,.,.,.
1972,55,1,9849000,4235070,3317425,12766,3,2687401,15759,3,.,.,.
1972,55,2,6057000,878265,3317425,2647,5,2687401,3268,5,.,.,.
1972,55,3,128725000,5792625,3317425,17461,1,2687401,21555,1,.,.,.
1972,55,4,.,10905960,3317425,32875,2,2687401,40582,2,.,.,.
1972,56,1,697000,299710,256049,11705,4,206285,14529,4,.,.,.
1972,56,2,338000,49010,256049,1914,7,206285,2376,7,.,.,.
1972,56,3,7950000,357750,256049,13972,2,206285,17343,2,.,.,.
1972,56,4,.,706470,256049,27591,4,206285,34247,4,.,.,.
1972,91,1,104408000,44895440,37692689,11911,.,31354320,14319,.,.,.,.
1972,91,2,93434000,13547930,37692689,3594,.,31354320,4321,.,.,.,.
1972,91,3,988104000,44464680,37692689,11797,.,31354320,14181,.,.,.,.
1972,91,4,.,102908050,37692689,27302,.,31354320,32821,.,.,.,.
1972,92,1,98803000,42485290,42639325,9964,.,34732492,12232,.,.,.,.
1972,92,2,64119000,9297255,42639325,2180,.,34732492,2677,.,.,.,.
1972,92,3,1158139000,52116255,42639325,12223,.,34732492,15005,.,.,.,.
1972,92,4,.,103898800,42639325,24367,.,34732492,29914,.,.,.,.
1972,93,1,112405000,48334150,48966229,9871,.,39866664,12124,.,.,.,.
1972,93,2,69775000,10117375,48966229,2066,.,39866664,2538,.,.,.,.
1972,93,3,1155567000,52000515,48966229,10620,.,39866664,13044,.,.,.,.
1972,93,4,.,110452040,48966229,22557,.,39866664,27705,.,.,.,.
1972,94,1,77569000,33354670,27205331,12260,.,22234164,15002,.,.,.,.
1972,94,2,99571000,14437795,27205331,5307,.,22234164,6494,.,.,.,.
1972,94,3,734336000,33045120,27205331,12147,.,22234164,14862,.,.,.,.
1972,94,4,.,80837585,27205331,29714,.,22234164,36357,.,.,.,.
1972,99,1,393185000,169069550,156503574,10803,.,128187640,13189,.,.,.,.
1972,99,2,326899000,47400355,156503574,3029,.,128187640,3698,.,.,.,.
1972,99,3,4036146000,181626570,156503574,11605,.,128187640,14169,.,.,.,.
1972,99,4,.,398096475,156503574,25437,.,128187640,31056,.,.,.,.
1973,1,1,4869000,2093670,2663917,7859,8,2154401,9718,8,.,.,.
1973,1,2,1846000,267670,2663917,1005,10,2154401,1242,10,.,.,.
1973,1,3,46203000,2079135,2663917,7805,10,2154401,9651,10,.,.,.
1973,1,4,.,4440475,2663917,16669,10,2154401,20611,10,.,.,.
1973,2,1,1003000,431290,231816,18605,1,180982,23831,1,.,.,.
1973,2,2,685000,99325,231816,4285,2,180982,5488,2,.,.,.
1973,2,3,6453000,290385,231816,12527,5,180982,16045,4,.,.,.
1973,2,4,.,821000,231816,35416,1,180982,45364,1,.,.,.
1973,4,1,3871000,1664530,1572521,10585,5,1273789,13068,5,.,.,.
1973,4,2,3580000,519100,1572521,3301,4,1273789,4075,4,.,.,.
1973,4,3,53380000,2402100,1572521,15275,2,1273789,18858,2,.,.,.
1973,4,4,.,4585730,1572521,29162,3,1273789,36001,3,.,.,.
1973,5,1,2176000,935680,1552206,6028,10,1278242,7320,10,.,.,.
1973,5,2,1367000,198215,1552206,1277,9,1278242,1551,9,.,.,.
1973,5,3,27946000,1257570,1552206,8102,10,1278242,9838,10,.,.,.
1973,5,4,.,2391465,1552206,15407,10,1278242,18709,10,.,.,.
1973,6,1,49052000,21092360,15909861,13257,3,13110283,16088,3,.,.,.
1973,6,2,73625000,10675625,15909861,6710,1,13110283,8143,1,.,.,.
1973,6,3,417463000,18785835,15909861,11808,6,13110283,14329,6,.,.,.
1973,6,4,.,50553820,15909861,31775,2,13110283,38560,2,.,.,.
1973,8,1,5710000,2455300,1872867,13110,3,1511790,16241,3,.,.,.
1973,8,2,4956000,718620,1872867,3837,3,1511790,4753,3,.,.,.
1973,8,3,55332000,2489940,1872867,13295,3,1511790,16470,3,.,.,.
1973,8,4,.,5663860,1872867,30242,2,1511790,37465,2,.,.,.
1973,9,1,7356000,3163080,2328934,13582,3,1927873,16407,3,.,.,.
1973,9,2,5586000,809970,2328934,3478,3,1927873,4201,3,.,.,.
1973,9,3,53187000,2393415,2328934,10277,8,1927873,12415,8,.,.,.
1973,9,4,.,6366465,2328934,27336,5,1927873,33023,5,.,.,.
1973,10,1,1543000,663490,431201,15387,2,346967,19123,2,.,.,.
1973,10,2,795000,115275,431201,2673,5,346967,3322,5,.,.,.
1973,10,3,11569000,520605,431201,12073,6,346967,15004,6,.,.,.
1973,10,4,.,1299370,431201,30134,3,346967,37449,2,.,.,.
1973,11,1,5162000,2219660,579360,38312,1,485148,45752,1,.,.,.
1973,11,2,3630000,526350,579360,9085,1,485148,10849,1,.,.,.
1973,11,3,17662000,794790,579360,13718,2,485148,16382,3,.,.,.
1973,11,4,.,3540800,579360,61116,1,485148,72984,1,.,.,.
1973,12,1,22002000,9460860,6176609,15317,2,5196779,18205,2,.,.,.
1973,12,2,14260000,2067700,6176609,3348,3,5196779,3979,4,.,.,.
1973,12,3,179240000,8065800,6176609,13059,4,5196779,15521,5,.,.,.
1973,12,4,.,19594360,6176609,31723,2,5196779,37705,2,.,.,.
1973,13,1,8429000,3624470,3619442,10014,6,2926577,12385,6,.,.,.
1973,13,2,3971000,575795,3619442,1591,8,2926577,1967,8,.,.,.
1973,13,3,73708000,3316860,3619442,9164,9,2926577,11334,9,.,.,.
1973,13,4,.,7517125,3619442,20769,8,2926577,25686,8,.,.,.
1973,15,1,1809000,777870,634318,12263,4,509590,15265,4,.,.,.
1973,15,2,1377000,199665,634318,3148,4,509590,3918,4,.,.,.
1973,15,3,17360000,781200,634318,12316,5,509590,15330,5,.,.,.
1973,15,4,.,1758735,634318,27726,4,509590,34513,4,.,.,.
1973,16,1,982000,422260,574570,7349,9,459978,9180,9,.,.,.
1973,16,2,1010000,146450,574570,2549,5,459978,3184,5,.,.,.
1973,16,3,17435000,784575,574570,13655,3,459978,17057,3,.,.,.
